N,alpha,Kernel,Slip0,SlipBFGS,SlipScarp,SlipSur,Scarp,Sur,Bfgs
2048,1E-06,9,2.78672357289839,2.73693319442418,2.73072286319534,2.73040744271041,2.73236022525627,2.73055226698206,2.72912735981458
2048,1E-05,9,2.92591212896543,2.73650273141552,2.73499980435822,2.73843829151635,2.73703122525627,2.73875126698206,2.72912735981458
2048,0.0001,9,3.58900049307273,2.74212162663409,2.74203094203925,2.74049435818932,2.78374122525627,2.82074126698206,2.72912735981458
2048,0.001,9,8.64369373501518,2.7834890751658,2.78282650810927,2.78440844365416,3.25084122525627,3.64064126698206,2.72912735981458
4096,1E-07,9,2.74872136100252,2.73654765602696,2.7293905814507,2.72937546746174,2.72963694461503,2.72966206349581,2.72912680646508
4096,1E-06,9,2.78136382658275,2.73654603793312,2.7302158814507,2.73093742850335,2.73046944461503,2.73125596349581,2.72912680646508
4096,1E-05,9,3.0544747793143,2.73615760804984,2.73765928388489,2.73572250702541,2.73879444461503,2.74719496349581,2.72912680646508
4096,0.0001,9,5.69809777672406,2.74038760804984,2.74013503141423,2.74123089112999,2.82204444461503,2.90658496349581,2.72912680646508
4096,0.001,9,10.5975141297277,2.78291386720527,2.78249331099402,2.78496575433316,3.65454444461503,4.50048496349581,2.72912680646508
8192,1E-07,9,2.74389139019778,2.73557910815944,2.72931818785933,2.72948941933483,2.72937632020469,2.72949397812996,2.72912202332167
8192,1E-06,9,2.8347134440154,2.73555118396232,2.73078174002164,2.7325547489029,2.73100442020469,2.73269077812996,2.72912202332167
8192,1E-05,9,3.2826998799918,2.73512770870267,2.73513440592554,2.73575461449641,2.74728542020469,2.76465877812996,2.72912202332167
8192,0.0001,9,8.64097462587575,2.73935770870267,2.74502023774934,2.73952567200175,2.91009542020469,3.08433877812996,2.72912202332167
8192,0.001,9,17.0522195713011,2.78165770870267,2.78160426798939,2.78475736299642,4.53819542020469,6.28113877812996,2.72912202332167
512,1E-07,10,2.28788040448729,2.15148191766395,2.14857501029322,2.14559276989355,2.1607785308577,2.19448175486707,2.13772717602185
512,1E-06,10,2.37541219798545,2.15819870579859,2.15504340652851,2.1477221873706,2.1608775308577,2.19467615486707,2.13772717602185
512,1E-05,10,2.37295624415819,2.15844603556308,2.15943473754816,2.15275248292646,2.1618675308577,2.19662015486707,2.13772717602185
512,0.0001,10,2.60138504869268,2.16420603556308,2.16861473754816,2.16423376514013,2.1717675308577,2.21606015486707,2.13772717602185
512,0.001,10,9.08992149873485,2.22084992219372,2.22362176194742,2.22653535512615,2.2707675308577,2.41046015486707,2.13772717602185
1024,1E-07,10,2.22986933192959,2.14526968535562,2.14441415446857,2.13989783760996,2.15202344433712,2.16780996424571,2.13771607408494
1024,1E-06,10,2.25958699345214,2.15633751524164,2.14726632884941,2.14359322155007,2.15219984433712,2.16815376424571,2.13771607408494
1024,1E-05,10,2.29306023222522,2.15714751524164,2.14876032884941,2.14613203272593,2.15396384433712,2.17159176424571,2.13771607408494
1024,0.0001,10,3.5964505667523,2.1634058072849,2.16363694589634,2.16272862236916,2.17160384433712,2.20597176424571,2.13771607408494
1024,0.001,10,13.4708426785211,2.2193261041031,2.2187145355209,2.21363507766579,2.34800384433712,2.54977176424571,2.13771607408494
2048,1E-07,10,2.20925149045801,2.15571223185571,2.14128539278979,2.1382844175822,2.15039084672054,2.14059627715466,2.13769375059068
2048,1E-06,10,2.21054378753896,2.15582023185571,2.14253984459051,2.1388028175822,2.15069774672054,2.14116687715466,2.13769375059068
2048,1E-05,10,2.59547657004212,2.15688961610765,2.14342137776614,2.14396366234086,2.15376674672054,2.14687287715466,2.13769375059068
2048,0.0001,10,5.1573567012792,2.16248988110931,2.16165164962488,2.15968442555911,2.18445674672054,2.20393287715466,2.13769375059068
2048,0.001,10,14.5879571387799,2.21693080739154,2.21708151381568,2.21957563832606,2.49135674672054,2.77453287715466,2.13769375059068
4096,1E-07,10,2.18875405449185,2.15587558117828,2.13909913027631,2.13794871116774,2.13950401659319,2.13844276756131,2.137693231306
4096,1E-06,10,2.21131563242486,2.15599781295972,2.13967599432216,2.13899451116774,2.14012141659319,2.13953716756131,2.137693231306
4096,1E-05,10,2.65320726910424,2.15584600003976,2.14503932297259,2.14420213081707,2.14629541659319,2.15048116756131,2.137693231306
4096,0.0001,10,9.07950816483672,2.16238884631086,2.16252486560123,2.16251440750623,2.20803541659319,2.25992116756131,2.137693231306
4096,0.001,10,14.5879464514062,2.21820050348747,2.21456739398447,2.21195193464755,2.82543541659319,3.35432116756131,2.137693231306
8192,1E-07,10,2.18372687523347,2.15568481662721,2.13789668201803,2.13802826231351,2.13798066843492,2.13812698000152,2.13769282111815
8192,1E-06,10,2.23417928897681,2.15586500647375,2.13900247055614,2.13994372728757,2.13913266843492,2.14027078000152,2.13769282111815
8192,1E-05,10,3.58873758935823,2.15490844337516,2.14147163555604,2.14781962682649,2.15065266843492,2.16170878000152,2.13769282111815
8192,0.0001,10,9.50170263341789,2.16250520999252,2.16631423359322,2.16242513735873,2.26585266843492,2.37608878000152,2.13769282111815
8192,0.001,10,17.3909672320695,2.21665140462918,2.21669092374632,2.23236178540491,3.41785266843492,4.51988878000152,2.13769282111815
